800.0000000, 0.0518044
802.0000000, 0.0521142
804.0000000, 0.0524090
806.0000000, 0.0517215
808.0000000, 0.0515059
810.0000000, 0.0532749
812.0000000, 0.0554311
814.0000000, 0.0558133
816.0000000, 0.0551628
818.0000000, 0.0554630
820.0000000, 0.0565388
822.0000000, 0.0570271
824.0000000, 0.0569255
826.0000000, 0.0569990
828.0000000, 0.0572423
830.0000000, 0.0574165
832.0000000, 0.0577522
834.0000000, 0.0580822
836.0000000, 0.0575358
838.0000000, 0.0561223
840.0000000, 0.0552461
842.0000000, 0.0556743
844.0000000, 0.0564907
846.0000000, 0.0569867
848.0000000, 0.0577979
850.0000000, 0.0592373
852.0000000, 0.0602382
854.0000000, 0.0600231
856.0000000, 0.0593266
858.0000000, 0.0590049
860.0000000, 0.0587815
862.0000000, 0.0583244
864.0000000, 0.0582288
866.0000000, 0.0589029
868.0000000, 0.0596753
870.0000000, 0.0599387
872.0000000, 0.0601343
874.0000000, 0.0607332
876.0000000, 0.0611262
878.0000000, 0.0610000
880.0000000, 0.0612695
882.0000000, 0.0624204
884.0000000, 0.0636330
886.0000000, 0.0641311
888.0000000, 0.0643291
890.0000000, 0.0650024
892.0000000, 0.0661454
894.0000000, 0.0673469
896.0000000, 0.0686116
898.0000000, 0.0700995
900.0000000, 0.0716042
902.0000000, 0.0729353
904.0000000, 0.0743418
906.0000000, 0.0760427
908.0000000, 0.0778176
910.0000000, 0.0794768
912.0000000, 0.0812198
914.0000000, 0.0831621
916.0000000, 0.0850672
918.0000000, 0.0869185
920.0000000, 0.0891531
922.0000000, 0.0919128
924.0000000, 0.0946613
926.0000000, 0.0969898
928.0000000, 0.0992509
930.0000000, 0.1019538
932.0000000, 0.1050707
934.0000000, 0.1083982
936.0000000, 0.1120670
938.0000000, 0.1162109
940.0000000, 0.1206052
942.0000000, 0.1251151
944.0000000, 0.1301323
946.0000000, 0.1361514
948.0000000, 0.1432325
950.0000000, 0.1510977
952.0000000, 0.1591819
954.0000000, 0.1662120
956.0000000, 0.1704323
958.0000000, 0.1710639
960.0000000, 0.1693816
962.0000000, 0.1678515
964.0000000, 0.1683518
966.0000000, 0.1714813
968.0000000, 0.1770964
970.0000000, 0.1848831
972.0000000, 0.1945357
974.0000000, 0.2058844
976.0000000, 0.2189873
978.0000000, 0.2340401
980.0000000, 0.2513353
982.0000000, 0.2713810
984.0000000, 0.2948547
986.0000000, 0.3223707
988.0000000, 0.3545408
990.0000000, 0.3923132
992.0000000, 0.4369671
994.0000000, 0.4897757
996.0000000, 0.5520319
998.0000000, 0.6252412
1000.0000000, 0.7103624
1002.0000000, 0.8060000
1004.0000000, 0.9064742
1006.0000000, 0.9991358
1008.0000000, 1.0607633
1010.0000000, 1.0635353
1012.0000000, 1.0000679
1014.0000000, 0.8944843
1016.0000000, 0.7787853
1018.0000000, 0.6736713
1020.0000000, 0.5879364
1022.0000000, 0.5234117
1024.0000000, 0.4788422
1026.0000000, 0.4517430
1028.0000000, 0.4388038
1030.0000000, 0.4356792
1032.0000000, 0.4367684
1034.0000000, 0.4359634
1036.0000000, 0.4290755
1038.0000000, 0.4161645
1040.0000000, 0.4009435
1042.0000000, 0.3876831
1044.0000000, 0.3787474
1046.0000000, 0.3744195
1048.0000000, 0.3738794
1050.0000000, 0.3757149
1052.0000000, 0.3779467
1054.0000000, 0.3783487
1056.0000000, 0.3750202
1058.0000000, 0.3667238
1060.0000000, 0.3530942
1062.0000000, 0.3349199
1064.0000000, 0.3140401
1066.0000000, 0.2924895
1068.0000000, 0.2716207
1070.0000000, 0.2521215
1072.0000000, 0.2345309
1074.0000000, 0.2192722
1076.0000000, 0.2063388
1078.0000000, 0.1954141
1080.0000000, 0.1862476
1082.0000000, 0.1785988
1084.0000000, 0.1720217
1086.0000000, 0.1661546
1088.0000000, 0.1611062
1090.0000000, 0.1571465
1092.0000000, 0.1541325
1094.0000000, 0.1516328
1096.0000000, 0.1494828
1098.0000000, 0.1478133
1100.0000000, 0.1466636
1102.0000000, 0.1459636
1104.0000000, 0.1457785
1106.0000000, 0.1461845
1108.0000000, 0.1470229
1110.0000000, 0.1481183
1112.0000000, 0.1495898
1114.0000000, 0.1516114
1116.0000000, 0.1540509
1118.0000000, 0.1567107
1120.0000000, 0.1597414
1122.0000000, 0.1634318
1124.0000000, 0.1677590
1126.0000000, 0.1725332
1128.0000000, 0.1778285
1130.0000000, 0.1838836
1132.0000000, 0.1906847
1134.0000000, 0.1979857
1136.0000000, 0.2056303
1138.0000000, 0.2135532
1140.0000000, 0.2216032
1142.0000000, 0.2296929
1144.0000000, 0.2380188
1146.0000000, 0.2468793
1148.0000000, 0.2564616
1150.0000000, 0.2671106
1152.0000000, 0.2795959
1154.0000000, 0.2947477
1156.0000000, 0.3130095
1158.0000000, 0.3346976
1160.0000000, 0.3604802
1162.0000000, 0.3911784
1164.0000000, 0.4272366
1166.0000000, 0.4686620
1168.0000000, 0.5149202
1170.0000000, 0.5637908
1172.0000000, 0.6101032
1174.0000000, 0.6473303
1176.0000000, 0.6731645
1178.0000000, 0.6935084
1180.0000000, 0.7180607
1182.0000000, 0.7508774
1184.0000000, 0.7841982
1186.0000000, 0.8007959
1188.0000000, 0.7866594
1190.0000000, 0.7427504
1192.0000000, 0.6814217
1194.0000000, 0.6155374
1196.0000000, 0.5531362
1198.0000000, 0.4976777
1200.0000000, 0.4499612
1202.0000000, 0.4095441
1204.0000000, 0.3754205
1206.0000000, 0.3465670
1208.0000000, 0.3223133
1210.0000000, 0.3021412
1212.0000000, 0.2853815
1214.0000000, 0.2714440
1216.0000000, 0.2600780
1218.0000000, 0.2510248
1220.0000000, 0.2437343
1222.0000000, 0.2378858
1224.0000000, 0.2338227
1226.0000000, 0.2319006
1228.0000000, 0.2317538
1230.0000000, 0.2328278
1232.0000000, 0.2352854
1234.0000000, 0.2397280
1236.0000000, 0.2463223
1238.0000000, 0.2549299
1240.0000000, 0.2658834
1242.0000000, 0.2799174
1244.0000000, 0.2975276
1246.0000000, 0.3191261
1248.0000000, 0.3456616
1250.0000000, 0.3782986
1252.0000000, 0.4174367
1254.0000000, 0.4625003
1256.0000000, 0.5122667
1258.0000000, 0.5641081
1260.0000000, 0.6119436
1262.0000000, 0.6454071
1264.0000000, 0.6536510
1266.0000000, 0.6324163
1268.0000000, 0.5865687
1270.0000000, 0.5263810
1272.0000000, 0.4633206
1274.0000000, 0.4065030
1276.0000000, 0.3600232
1278.0000000, 0.3236660
1280.0000000, 0.2959345
1282.0000000, 0.2756028
1284.0000000, 0.2611323
1286.0000000, 0.2505034
1288.0000000, 0.2422533
1290.0000000, 0.2359014
1292.0000000, 0.2311926
1294.0000000, 0.2277457
1296.0000000, 0.2255172
1298.0000000, 0.2247128
1300.0000000, 0.2251098
1302.0000000, 0.2262528
1304.0000000, 0.2282912
1306.0000000, 0.2317759
1308.0000000, 0.2366878
1310.0000000, 0.2425414
1312.0000000, 0.2492932
1314.0000000, 0.2571400
1316.0000000, 0.2655155
1318.0000000, 0.2733762
1320.0000000, 0.2805814
1322.0000000, 0.2880992
1324.0000000, 0.2968345
1326.0000000, 0.3071253
1328.0000000, 0.3192037
1330.0000000, 0.3332444
1332.0000000, 0.3493552
1334.0000000, 0.3684226
1336.0000000, 0.3921306
1338.0000000, 0.4205546
1340.0000000, 0.4506128
1342.0000000, 0.4803723
1344.0000000, 0.5135800
1346.0000000, 0.5561049
1348.0000000, 0.6093875
1350.0000000, 0.6676826
1352.0000000, 0.7193478
1354.0000000, 0.7508826
1356.0000000, 0.7547621
1358.0000000, 0.7357795
1360.0000000, 0.7072714
1362.0000000, 0.6828352
1364.0000000, 0.6708790
1366.0000000, 0.6736244
1368.0000000, 0.6912886
1370.0000000, 0.7253661
1372.0000000, 0.7764889
1374.0000000, 0.8414625
1376.0000000, 0.9159287
1378.0000000, 0.9994183
1380.0000000, 1.0932562
1382.0000000, 1.1964635
1384.0000000, 1.3084516
1386.0000000, 1.4298520
1388.0000000, 1.5490495
1390.0000000, 1.6325201
1392.0000000, 1.6524628
1394.0000000, 1.6098369
1396.0000000, 1.5146781
1398.0000000, 1.3882719
1400.0000000, 1.2677996
1402.0000000, 1.1779065
1404.0000000, 1.1234290
1406.0000000, 1.0977454
1408.0000000, 1.0862332
1410.0000000, 1.0723510
1412.0000000, 1.0464324
1414.0000000, 1.0053825
1416.0000000, 0.9474492
1418.0000000, 0.8749481
1420.0000000, 0.8013859
1422.0000000, 0.7434084
1424.0000000, 0.7050838
1426.0000000, 0.6808083
1428.0000000, 0.6656686
1430.0000000, 0.6579971
1432.0000000, 0.6564888
1434.0000000, 0.6580284
1436.0000000, 0.6581863
1438.0000000, 0.6537500
1440.0000000, 0.6469445
